rc_number,company_name,registration_date,first_invoice_date,days_to_first_invoice,bank_account,address,invoice_amount,director_bvn,is_fraud
RC756663,Nnamani-Abiola,2021-04-08,2022-08-27,506,VPDQ98924533503204,"52162 Uche Walks Suite 903
Olawaleton, RI 35594",2496688.19,39425778219,0
RC141668,Okonkwo Group,2024-04-08,2025-10-03,543,GQEO54187472839651,"838 Blessing Cliffs Apt. 429
Abiolachester, VA 04752",1510182.05,82924677095,0
RC387141,Adeyemi-Oyekan,2024-07-28,2025-05-25,301,FTXP01973304149605,"540 Emmanuel Pine Apt. 189
Joshuachester, AK 03245",804327.13,30335132835,0
RC522936,"Ojo, Okonkwo and Chukwu",2017-04-17,2023-10-05,2362,YCXF31692201157947,"3556 Angela Mountain Apt. 090
New Joseph, AR 78181",233413.23,73542145977,0
RC248558,Okonkwo Ltd,2024-04-01,2024-12-27,270,YASI46710650091668,"90729 James Rapid Suite 060
East Danielport, NE 89045",2326313.51,16163638391,0
RC340337,Akinwale and Sons,2019-02-13,2019-06-30,137,TYJY06860407828617,"1544 Adeyemi Tunnel
Lake Sarah, KS 52655",1109007.95,76751922996,0
RC528256,Adetokunbo-Uche,2017-03-29,2021-05-25,1518,DHDH12817870805263,"268 Joy Camp Apt. 728
South Peter, KS 52989",4237018.26,70799979918,0
RC202210,Adetokunbo and Sons,2025-07-27,2026-01-10,167,QILZ15139558922108,"10305 Chukwu Canyon
North Joseph, TX 56693",3561185.11,18292487488,0
RC149434,Akinwale-Oyekan,2024-12-15,2026-04-14,485,BCVV03397971919310,"60950 Okonkwo Common Suite 956
Deborahburgh, OH 12483",1981016.68,12797177110,0
RC763991,"Adetokunbo, Ogunleye and Adeyemi",2025-07-31,2025-10-25,86,PXET70674022751065,"2520 Adetokunbo Mall
South Sarahport, HI 45146",3942577.53,19233534432,0
RC839224,Olawale PLC,2021-08-31,2025-12-23,1575,VKBI47938415428750,"6629 Philip View
Lake Charity, PA 45753",2666082.18,65983827750,0
RC875432,"Okafor, Uche and Ogunleye",2016-05-09,2024-03-13,2865,IGUT84385021463527,"86441 Uche Oval
West Mary, CO 79871",2819710.5,28674035478,0
RC537478,Abiola-Okafor,2019-02-19,2021-10-02,956,IKWH70476670979102,"914 Daniel Stream Apt. 822
Peacetown, OR 23593",1038356.68,77734734833,0
RC915654,"Obasanjo, Obi and Obasanjo",2025-03-06,2025-09-04,182,RQQL77577936114560,"361 Chukwu Mountains Suite 912
East Joy, KY 95088",2337985.85,02282375480,0
RC717317,Ojo-Akinwale,2019-07-23,2025-12-29,2351,KQJB38202757139572,"40818 Esther Prairie
Oyekanbury, GA 88871",826533.14,85976967360,0
RC766062,"Okonkwo, Adeyemi and Ojo",2023-10-26,2025-05-25,577,DPRF89971116877397,"854 Hope Rapids
Port Philip, PW 00534",930227.58,47811913222,0
RC243766,Ojo Ltd,2026-03-18,2026-03-21,3,RQJQ72159399263465,"81890 Andrew Brooks
Balogunton, NH 12804",2089514.08,68470671970,0
RC970740,Ogunleye-Obi,2017-01-16,2019-03-26,799,OYRT67307670115282,"459 Ogunleye Springs
West Peterview, CA 65397",2180642.1,64235696563,0
RC881929,Oyekan Group,2021-12-26,2026-03-05,1530,NPUM15998531601780,"1042 Benjamin Curve Apt. 432
Paulborough, OK 85516",2180685.21,54832495036,0
RC846147,Obasanjo-Nnamani,2019-11-12,2023-03-21,1225,ERWN90841078698165,"71487 Simon Ford Apt. 550
Stephenport, ME 77719",2370557.63,06761346670,0
RC396277,Oshodi-Akinwale,2022-01-13,2024-01-21,738,XMJR82948651106593,"61548 Esther Lock Apt. 173
New Comfortville, MP 44729",2924064.47,81766264452,0
RC672457,Adetokunbo-Ojo,2016-10-09,2019-07-11,1005,EWEJ54987991876767,"280 Olawale Terrace
Uchehaven, CA 79098",1901467.28,50554167315,0
RC245048,"Okonkwo, Abiola and Abiola",2025-04-01,2025-07-10,100,GHFY85070680564288,"53731 Ogunleye Field
Okonkwoland, PR 48488",557068.09,73818394902,0
RC982028,Balogun Inc,2017-05-10,2023-03-14,2134,KJLH87981343994972,"PSC 3125, Box 5654
APO AP 35421",1286164.25,54771560406,0
RC735062,Ibrahim Group,2025-08-25,2025-09-23,29,HODA96507757286635,"402 Peter Points Apt. 504
East Patienceport, ID 21370",940991.98,45676638963,0
RC161530,"Abiola, Chukwu and Olawale",2024-06-16,2024-06-27,11,CQVH65844221148341,"83101 Chukwu Crest
Faithhaven, MT 43910",525285.83,25405522855,0
RC243765,Obasanjo and Sons,2017-11-29,2024-09-28,2495,LRHV96608806755052,"115 Ibrahim Loop
Port Gracestad, NH 27150",3708347.64,40886681992,0
RC588876,Adeyemi PLC,2018-09-13,2019-02-07,147,SBCX37385221634813,"4080 Olawale Rest
Lake Stephenborough, ME 86753",973208.6,55436706709,0
RC119880,"Okafor, Chukwu and Abiola",2020-12-24,2026-01-23,1856,XKDC52529912359803,"79480 Hope Underpass Suite 895
West Faithfort, MP 68853",4134222.23,93017545216,0
RC211039,Okafor LLC,2019-12-07,2024-08-20,1718,EEEH46126531384621,"537 Samuel Forges
Port Benjaminstad, MI 69286",861879.09,39555748118,0
RC679709,Oshodi-Olawale,2017-08-26,2021-11-29,1556,DHGU27106484100974,"968 Balogun Tunnel
Lake Philip, MH 98041",3666082.03,52250293008,0
RC354569,"Balogun, Eze and Okonkwo",2018-12-19,2026-04-19,2678,MSSB93163309257562,"5809 Adeyemi Crossing Suite 726
West Gabriel, KY 85792",4474107.77,79261509344,0
RC694716,Adetokunbo and Sons,2017-10-30,2021-07-06,1345,LABN41984630775457,"78632 Obasanjo Underpass
Lake Deborah, PA 93358",2839926.42,86359507468,0
RC817015,Nnamani-Eze,2026-04-06,2026-04-25,19,EZKH40330287180461,"84765 Ekwueme Inlet Suite 424
Gabrielhaven, IN 12549",4505942.51,68948268647,0
RC627460,"Chukwu, Ojo and Ekwueme",2021-01-21,2025-06-04,1595,BRHO23400479112591,"Unit 8298 Box 5333
DPO AA 11431",4662942.27,35490584319,0
RC356890,Eze Inc,2024-02-04,2024-05-10,96,RDKN30930894202656,"1293 Cornelius Court Suite 345
Port Deborah, TX 31158",2514669.09,36541137373,0
RC254205,Adeyemi Inc,2017-09-12,2021-01-17,1223,UWJT51162789849309,"8031 Okafor Greens Apt. 952
North Johnton, TX 71134",1664541.08,52138747843,0
RC269893,Oyekan and Sons,2022-12-19,2026-04-25,1223,RCSB44834524625157,"Unit 5284 Box 3030
DPO AE 73450",2372911.46,87134849028,0
RC127378,"Eze, Ojo and Obi",2017-09-22,2025-06-03,2811,TQRC47318536479618,"41036 Adeyemi Run
South Angelafurt, FM 31209",4762472.97,13877415922,0
RC437386,"Chukwu, Oshodi and Ojo",2017-01-19,2019-06-30,892,BYNG94569546288031,"4254 Obasanjo Flat
Davidborough, SC 93052",4998832.85,40825557336,0
RC260647,Uche-Abiola,2016-11-13,2019-10-22,1073,LTQG59331555355412,"5717 Adetokunbo Meadows
North Nathanielville, IL 97532",259960.89,79017192179,0
RC855676,Adetokunbo Ltd,2020-10-15,2025-06-16,1705,XPVE87768283367025,"951 Ekwueme Mill Suite 402
Faithville, UT 20952",3576359.14,60131417123,0
RC844083,Akinwale-Obi,2020-06-30,2022-09-15,807,PTHF90562392416026,"880 Juliet Causeway Suite 857
Okonkwoland, PA 23110",1274142.68,72073126000,0
RC934967,Okafor-Eze,2024-07-09,2026-01-25,565,XQNE28121954362346,"465 Eze Glen
Port Paulton, MN 28420",4821850.94,14777311481,0
RC685166,"Uche, Abiola and Akinwale",2026-02-23,2026-04-15,51,FPMF51668784344889,"9102 Nathaniel Estate
Blessingborough, NY 07491",3909278.78,40116933719,0
RC228825,Oshodi-Eze,2017-01-29,2019-03-15,775,MFNM41681599751825,"93026 Okafor Ridge
Danieltown, GA 66019",4849254.6,55072500241,0
RC662940,Eze Inc,2022-07-16,2022-12-26,163,HKBO19540549547771,"11602 Paul Street Suite 691
Lake Joshuafurt, NM 04333",3086657.35,46501859114,0
RC820328,Eze-Oshodi,2023-08-18,2025-07-04,686,ELGF11099729574308,"4163 Ogunleye Islands
Ruthhaven, GA 32938",1465825.55,86594568189,0
RC767272,"Ibrahim, Nnamani and Chukwu",2026-01-25,2026-03-26,60,AEDW50912767897513,"23366 Emmanuel Knolls
Lake Petertown, FM 93949",3833187.66,94881540444,0
RC302494,Obi and Sons,2017-01-05,2020-06-04,1246,CJTG78705672129188,"237 Angela Station Apt. 407
Simonmouth, KY 99628",3616113.0,24641297906,0
RC216054,"Chukwu, Chukwu and Balogun",2018-11-20,2020-04-04,501,YCPU87415401629534,"PSC 7586, Box 2115
APO AP 63750",1640865.28,36723347439,0
RC439457,"Ibrahim, Ogunleye and Ibrahim",2025-04-09,2025-09-05,149,EVRA92697952431805,"4748 Adeyemi Village Suite 370
Corneliusmouth, ND 96375",2520478.86,01726701251,0
RC648797,Adetokunbo-Akinwale,2016-10-11,2017-06-28,260,JVAJ90467605462985,"Unit 7753 Box 1852
DPO AE 38920",1815863.09,69397632283,0
RC998801,"Ogunleye, Ogunleye and Abiola",2023-10-29,2026-04-17,901,HQJX97076723439915,"423 Stephen Parks
North Benjamintown, MT 34104",4388358.74,13318307548,0
RC169604,"Eze, Obi and Okonkwo",2024-03-23,2024-04-05,13,UCZN55100512935119,"4084 Samuel Estates Suite 688
East Paul, AZ 89944",2825947.71,68731152376,0
RC750381,"Ibrahim, Ekwueme and Okafor",2018-12-13,2019-08-10,240,NZUX16175703589329,"13606 Ogunleye Manor
Angelaberg, IL 89589",1926135.63,74003259241,0
RC197684,Chukwu-Ibrahim,2016-10-16,2019-03-21,886,EXUJ50530639507020,"206 Ibrahim Highway Suite 236
East Angelatown, OH 10557",4897453.12,63440818237,0
RC628628,Okonkwo-Olawale,2025-01-08,2026-02-17,405,PDRL16890827934579,"73042 Benjamin Cliffs Apt. 856
Uchemouth, MT 79067",4220012.83,41000962351,0
RC430237,"Nnamani, Ogunleye and Olawale",2016-08-05,2017-01-24,172,BCRM08288911856433,"77812 Oyekan Extension Suite 012
Sarahfort, FL 70702",2832556.13,12940283661,0
RC372319,Ojo-Ekwueme,2022-05-13,2024-05-13,731,QBMO25627494086743,"0875 Okonkwo Land Suite 439
Gloriashire, TN 07816",121308.07,39259286111,0
RC173530,"Olawale, Adeyemi and Okafor",2023-11-10,2025-03-25,501,AAAU66945570915478,"4067 Balogun Course
Ezebury, NM 29891",4978901.19,12824807571,0
RC925430,Uche Inc,2021-08-19,2026-04-05,1690,TZSI99386166352761,"579 Obi Prairie Suite 292
Abiolaborough, GU 08812",3926091.72,65326646483,0
RC902736,Olawale and Sons,2021-12-19,2023-03-04,440,UFWX84620759892601,"8276 Peter Springs
Ekwuemeborough, OK 15929",415727.32,43137055245,0
RC374264,Abiola-Nnamani,2024-02-19,2024-11-20,275,FQOL97761697345026,"7084 Adeyemi Street
Nnamanimouth, NY 42169",3841206.3,46222869594,0
RC788287,"Abiola, Adeyemi and Balogun",2022-10-29,2024-12-08,771,ZJYV49947796171090,"568 Uche Garden
South Samueltown, SC 86780",2306426.22,56661598525,0
RC318448,Uche-Ojo,2025-12-05,2025-12-22,17,TIYB97263115473684,"34263 Eze Mission
Lake Stephenland, MD 12558",633829.64,18567529890,0
RC417118,Nnamani-Okafor,2023-12-03,2024-09-29,301,JJYX32662902757356,"48466 Balogun Ridges Suite 871
New Daniel, NV 06616",180146.72,75541035984,0
RC291498,"Okonkwo, Chukwu and Ojo",2024-06-06,2025-08-19,439,JSVA49100642634752,"03723 Ibrahim Spur Suite 854
Marytown, SD 03383",1661818.11,31014021730,0
RC179445,Adetokunbo Group,2019-12-27,2025-10-20,2124,PKJG28998738381318,"702 Adetokunbo Isle
Port Hope, NV 09229",846667.68,66102623590,0
RC734596,Okafor-Obasanjo,2022-05-23,2023-12-05,561,DPSF06057721192815,"60165 Ekwueme Ridge
Angelaborough, ME 80581",1313164.57,86657106357,0
RC999267,Eze and Sons,2020-06-04,2023-09-26,1209,SXUK29360051108955,"82623 Okafor Street
East Gracemouth, TX 00569",62826.6,18123085163,0
RC886363,"Oyekan, Obi and Chukwu",2020-05-17,2026-01-13,2067,RQIE23396518969044,"USCGC Oshodi
FPO AP 52442",768286.98,21030312613,0
RC857018,Ekwueme-Adeyemi,2018-01-20,2024-08-30,2414,QUCV06175615003684,"33822 Nnamani Isle Suite 971
Port Graceburgh, DC 97581",4459977.91,68025384336,0
RC242329,Ogunleye LLC,2019-02-26,2024-10-07,2050,VRKZ13925034137148,"03276 Nnamani Station Suite 420
Lake Stephen, NM 41224",550007.77,02080948577,0
RC256797,Ojo-Oyekan,2022-05-04,2023-09-28,512,QZFD49285483028932,"969 John Run Apt. 823
East Hope, LA 41889",4920268.99,22417396784,0
RC485029,Okonkwo-Olawale,2026-02-12,2026-03-16,32,MSHL73861338137891,"63974 Deborah Rapid
Lake Angela, AL 37262",4080753.91,68152045659,0
RC756244,Olawale-Ojo,2024-11-22,2025-01-01,40,TNFU34184141638928,"090 Abiola Lakes
Markborough, MP 26534",4459868.72,70076914908,0
RC799228,"Akinwale, Obi and Adetokunbo",2021-05-19,2024-12-15,1306,KGBW64247215190035,"2936 Paul Stravenue Suite 832
Port Michaelview, ME 54544",2925983.77,66578484434,0
RC302944,"Ojo, Uche and Ogunleye",2016-09-30,2024-01-24,2672,AZZD46910840707431,"655 Ojo Pike Suite 149
Ezeside, NV 89933",3689813.0,14701706144,0
RC929618,"Okonkwo, Obasanjo and Ojo",2018-05-03,2023-01-04,1707,HCVD30714384059362,"085 Oshodi Court
North Angelaberg, WA 49184",3576894.29,09651351886,0
RC499073,Oshodi-Ojo,2024-09-25,2026-04-12,564,QFRF18557384120267,"0508 Joseph Rest
Lake Samuel, ND 25033",556289.12,83679217921,0
RC324141,"Oyekan, Okafor and Ogunleye",2022-11-07,2024-04-11,521,FKNV42674172799305,"37671 Obasanjo Station
West Mary, PW 19727",507926.08,91524652510,0
RC373999,"Ibrahim, Oyekan and Ibrahim",2020-08-27,2025-10-02,1862,YTLJ77092521247320,"09322 Philip Spring Suite 159
Port Jamestown, MO 90100",4475810.32,84402260741,0
RC837729,Adetokunbo-Balogun,2023-06-05,2023-11-07,155,VTDL28857136462517,"9433 Chukwu Lodge Suite 676
Peterton, FL 91705",321445.52,47580743077,0
RC804726,"Chukwu, Ibrahim and Ogunleye",2024-09-22,2025-08-22,334,EVVQ20009368462438,"228 Blessing Ford Apt. 919
Nathanielfurt, FM 03112",1839721.33,67033004105,0
RC538741,Obasanjo-Ogunleye,2020-12-14,2025-02-26,1535,GYTG91458498041565,"7690 Adetokunbo Point Apt. 657
Samuelville, AL 03009",4970068.92,20633716627,0
RC908154,Akinwale PLC,2024-11-02,2025-03-24,142,KMNV58222400513904,"9524 Simon Cape
Port Gabrielport, AZ 14960",1481591.98,00762904681,0
RC238504,Okafor-Balogun,2025-10-14,2026-03-08,145,FNHS92263722648171,"1087 Chukwu Lane Apt. 290
Faithside, KY 91801",1039593.14,55203595164,0
RC199450,"Oyekan, Nnamani and Obasanjo",2025-09-19,2025-12-05,77,OUCX67190789652515,"74278 Adetokunbo Spring Suite 058
North Emmanuel, MN 13091",1038646.69,79155033262,0
RC643374,"Olawale, Eze and Adetokunbo",2022-03-30,2026-04-06,1468,ADEK74457753302238,"43726 Obi Square Apt. 897
Lake Simonmouth, MA 69564",3562838.77,60660893391,0
RC251636,"Oshodi, Ojo and Adeyemi",2016-09-26,2024-06-07,2811,YYHK14704240063895,"509 Andrew Fords Apt. 391
Abiolafurt, AS 73426",1829280.4,74514012872,0
RC900767,Ekwueme-Uche,2025-10-25,2026-04-02,159,WGUA02852855148983,"62697 Nathaniel Coves
New Esthermouth, MP 30835",2122396.01,86716270280,0
RC666558,"Ekwueme, Chukwu and Ojo",2021-02-07,2021-06-16,129,NUDJ87722946673837,"2786 Obi Viaduct
East Benjaminberg, TN 53976",1924294.12,60550775304,0
RC937033,Balogun-Ibrahim,2021-10-05,2022-02-09,127,CKAA21809141028099,"123 Uche Forge Apt. 202
New Julietville, FM 49819",2285437.63,37376028102,0
RC470255,"Oshodi, Nnamani and Eze",2023-04-26,2023-12-11,229,VXGG34835179574527,"5615 Oyekan Glen
Adeyemiburgh, OR 94124",710955.08,80227494730,0
RC625564,Adeyemi-Obi,2023-05-20,2024-03-29,314,XDLI86259816980632,"02008 Benjamin Ridge Suite 384
Comfortchester, AZ 29622",1727991.02,69273320060,0
RC327860,Okafor LLC,2017-10-08,2020-11-15,1134,SKFZ56948680984500,"1531 Okonkwo Extension
Benjaminborough, VI 69585",3630017.26,52122841543,0
RC970818,Obi-Akinwale,2019-01-10,2021-08-27,960,LBPU10197650565837,"8884 Balogun Junctions
West Gloria, AK 84218",3013447.2,98850822467,0
RC112061,Uche-Obasanjo,2025-12-25,2026-02-15,52,VZIL21416307890989,"6403 Sarah Lane
Port Nathaniel, CA 03033",3000374.16,74624563724,0
RC249388,Okafor Inc,2016-07-21,2018-09-25,796,QRKQ82365457788209,"8519 Elizabeth Terrace Suite 702
New Gabriel, NV 16998",2456642.55,28164397318,0
RC448629,"Akinwale, Obasanjo and Chukwu",2016-07-08,2023-10-02,2642,XKRW66838904636527,"66227 Obasanjo Circle Apt. 847
Oyekantown, NH 49535",3538453.83,48667939926,0
RC883679,Ibrahim-Uche,2023-04-02,2024-01-02,275,DRQO84726356181290,"07730 Ekwueme Fields
Lake Emmanuel, AR 29429",2953473.77,86875555107,0
RC888328,Ojo LLC,2025-09-30,2026-04-10,192,OTSO88424883759347,"5678 Eze Isle
Sarahville, VI 36712",911865.59,53669519772,0
RC412124,Olawale Inc,2016-11-30,2021-09-17,1752,BSJE22499760520337,"PSC 5297, Box 2125
APO AA 23257",4058263.93,13518644678,0
RC608813,Adeyemi-Obi,2019-08-20,2025-04-03,2053,OYQY83824300924366,"PSC 8490, Box 1617
APO AE 23954",3507588.47,81971844072,0
RC956277,"Uche, Chukwu and Balogun",2018-03-29,2024-01-02,2105,AMSW87376979081608,"USS Ojo
FPO AA 76114",3976670.08,78307817590,0
RC768041,Olawale and Sons,2022-11-19,2024-05-05,533,MJHI15185903091354,"4874 Daniel Mills
Davidmouth, MO 34796",4235067.23,48249643599,0
RC266102,"Obi, Ojo and Akinwale",2023-06-01,2025-03-04,642,HMGQ44840303049978,"75895 Nnamani Bridge Suite 786
Lake Elizabethhaven, PA 50636",3764310.11,15973359196,0
RC977865,Obasanjo and Sons,2017-09-24,2021-08-22,1428,KEAZ86676178542334,"9889 Michael Cliffs Apt. 923
North Esther, IL 90670",2780432.44,45783575358,0
RC568566,"Adetokunbo, Nnamani and Chukwu",2019-03-19,2021-10-19,945,PUHP80158753190824,"9376 Balogun Square
East Samuel, PR 37223",1236511.57,10331364028,0
RC437267,"Eze, Eze and Ogunleye",2022-08-23,2025-07-01,1043,ETDM82913347426742,"36698 Adetokunbo Station
Blessinghaven, CO 03829",1737358.5,28973092242,0
RC654334,Oshodi LLC,2018-12-08,2021-12-08,1096,HBAQ01230229171287,"USCGC Balogun
FPO AE 30672",1544102.5,97082218905,0
RC176606,Ojo PLC,2018-10-11,2018-12-31,81,ZIPH09790507440459,"Unit 9642 Box 1473
DPO AE 80542",244960.05,43059214215,0
RC334104,"Obi, Obasanjo and Obi",2025-02-18,2025-12-11,296,ORFB64466147704600,"Unit 6926 Box 9927
DPO AA 63784",1536964.14,15819159507,0
RC951765,Obi Inc,2018-01-22,2025-06-22,2708,OQEW20845970425761,"02250 Charity Cliffs Suite 348
New Charitymouth, VA 10043",4677078.9,64279268826,0
RC980173,"Ojo, Ekwueme and Ibrahim",2018-11-11,2020-09-17,676,OYVF99744561689704,"70825 Ruth Mission Suite 454
Ibrahimside, SC 92219",2204625.75,02069537862,0
RC699966,Abiola Inc,2018-05-10,2024-05-08,2190,FAAZ63637966023499,"8305 Akinwale Plains
Sarahton, MP 60592",3144195.24,02669118625,0
RC103092,"Ogunleye, Okafor and Olawale",2019-06-07,2019-09-14,99,MJKV21998413178073,"70908 Andrew Haven Suite 620
West Benjamin, AK 12063",4454667.75,34354487245,0
RC596732,Abiola-Nnamani,2021-04-23,2023-03-20,696,OAWJ46484139638998,"754 Joseph Rest
New David, WI 03866",2059973.02,06963697226,0
RC539029,"Nnamani, Adeyemi and Nnamani",2018-02-20,2020-11-10,994,CIVH99341403076145,"2237 Ogunleye Estates Apt. 796
South Hopeberg, AK 68464",3611048.24,46699100956,0
RC511953,Obasanjo-Ekwueme,2020-09-01,2024-10-26,1516,KXLO23159118358968,"21549 Gloria Ranch Suite 645
Adeyemishire, DC 78022",488445.79,60457897226,0
RC944885,Adeyemi LLC,2018-03-24,2024-01-29,2137,TXTO16365425611200,"3625 Eze Hill
East Julietfurt, CA 57861",3607115.97,60632503318,0
RC349131,Chukwu-Okafor,2017-09-18,2024-06-12,2459,PJDH52827055354292,"82419 Samuel Stravenue Apt. 442
Peacechester, DE 79483",4576269.16,94848392931,0
RC338556,"Ekwueme, Nnamani and Oyekan",2022-01-20,2025-10-10,1359,XVLN38316913266975,"PSC 7131, Box 4859
APO AE 25054",1743670.34,22790922407,0
RC106050,Okafor-Ibrahim,2018-11-27,2025-04-03,2319,TRFL86980027221299,"PSC 3229, Box 6407
APO AP 16179",3638537.46,47849501150,0
RC394077,"Uche, Obasanjo and Oshodi",2021-10-16,2026-02-22,1590,OLGG21760140841816,"6834 James Skyway
Emmanueltown, VA 22416",1148689.29,83406692350,0
RC837567,Ogunleye-Akinwale,2025-01-29,2025-09-27,241,QIEN84626464861903,"26697 Akinwale Isle Apt. 623
West Peter, NM 47540",2626380.29,49834397852,0
RC480008,"Okonkwo, Uche and Adeyemi",2019-10-02,2022-01-03,824,RPAR22793950678770,"6235 Esther Haven
Okaforbury, NH 66887",4520110.6,45532317118,0
RC570729,Chukwu PLC,2023-08-05,2023-10-19,75,DPPL57857260599375,"807 Obasanjo Walks
North Simonview, WA 43536",345626.02,60201284734,0
RC908755,Obi-Ibrahim,2026-03-22,2026-03-28,6,KSRF88417834176489,"886 Sarah Alley
Petershire, AZ 60182",1061471.52,76734051217,0
RC536838,Ogunleye-Oyekan,2025-02-18,2026-04-06,412,RNTK45040584544512,"827 Oyekan Circles
East Samuel, NM 78406",1437352.91,44443664498,0
RC480493,Olawale LLC,2018-06-26,2025-09-27,2650,ACGK03350268014092,"262 Oyekan Fall
Peacefort, WA 87852",3518574.76,08932065688,0
RC507553,Chukwu PLC,2024-11-10,2026-03-08,483,GJXU55401432499204,"282 Grace Plains Apt. 346
Joyland, SD 51455",3240584.98,81354675789,0
RC298448,Chukwu Group,2023-09-30,2025-10-30,761,CKCY28069543284600,"USCGC Nnamani
FPO AA 25881",1615575.74,66898275909,0
RC693959,"Oshodi, Ekwueme and Uche",2023-10-06,2026-04-29,936,WRFE89969457793725,"923 Charity Flat Apt. 269
East Samuel, VI 89901",2032322.59,69934084876,0
RC746890,Ojo Ltd,2017-01-14,2026-01-29,3302,CTMJ77630177820775,"998 Blessing Court Apt. 421
East Juliet, UT 30851",1502132.62,34028702372,0
RC364274,Nnamani PLC,2021-05-15,2022-02-17,278,WRMC75881534182401,"269 Ogunleye Park
Ogunleyestad, FL 01459",2097127.83,77793656526,0
RC444032,Okafor Group,2020-03-31,2022-05-29,789,EYFD57153302642004,"7673 Abiola Throughway
South Elizabeth, MO 32240",4601433.97,50370904896,0
RC986288,"Oshodi, Oyekan and Obasanjo",2019-11-14,2024-12-19,1862,ZPEN64994419975329,"793 Nathaniel Dale
Oyekanton, PR 18024",584941.04,85508399124,0
RC886739,Abiola LLC,2019-06-23,2022-05-06,1048,FNUT81363978092464,"413 Charity Viaduct Apt. 883
Comfortstad, GA 74018",3717810.58,89309750420,0
RC837207,"Uche, Uche and Akinwale",2017-12-07,2025-04-28,2699,KZUN17931431178348,"PSC 9927, Box 4511
APO AE 71927",3435237.44,05528216517,0
RC802436,Chukwu-Oyekan,2017-09-22,2021-04-23,1309,CROS37866399350548,"41930 Nnamani Knoll Apt. 628
West Graceville, WY 60302",2491164.75,85131905232,0
RC441521,Eze and Sons,2022-09-15,2025-06-22,1011,HFGV91679346472398,"31647 Chukwu Walks
New Danieltown, NE 79200",913866.71,11217118098,0
RC750358,"Ekwueme, Obasanjo and Adetokunbo",2017-07-24,2021-06-19,1426,FQNQ58620811859368,"73287 Akinwale Islands Suite 698
East Victoria, HI 31347",908470.52,82116419793,0
RC685351,Ibrahim-Adetokunbo,2021-11-04,2024-12-11,1133,OLFN66046935659727,"902 Obi Viaduct Apt. 606
Davidfurt, WA 58851",1147720.5,89261949275,0
RC636463,"Uche, Adeyemi and Akinwale",2019-09-11,2026-04-16,2409,FRZF31926272184663,"15897 Joshua Flats Apt. 376
Port Gloria, RI 01279",1678456.36,49540262864,0
RC797733,Abiola Group,2017-11-21,2018-12-17,391,DWDJ90584818725882,"6249 Chukwu Avenue
New Gabriel, DC 13100",4345024.18,56450103462,0
